8056830-(id_167611),32.8357742334942
8067418-(id_167648),26.226386588752245
8078629-(id_167649),31.27697119867404
8080784-(id_167612),18.431497117781824
8084708-(id_167650),28.289200445136103
8087188-(id_167613),24.645180819026933
8133379-(id_167651),21.450539271468973
8194023-(id_167652),25.078217372111272
8206103-(id_167614),25.643185688267515
8206155-(id_167615),22.28890416493593
8206186-(id_167616),23.31038239781461
8214411-(id_167617),21.632244954978137
8255418-(id_167618),29.13994260341408
8265201-(id_167619),29.024208855066664
8265611-(id_167620),27.806877305128683
8265828-(id_167621),23.130223510951627
8267423-(id_167622),21.77463666338413
8268490-(id_167623),22.685522684989124
8268600-(id_167653),23.715161016383654
8268700-(id_167624),19.77415013585353
8274307-(id_167625),21.812266087843483
8283850-(id_167626),22.838992785323285
8286937-(id_167654),30.259724480585938
8287056-(id_167655),23.818709211922588
8287620-(id_167627),22.578664854319864
8287803-(id_167628),22.04103231062552
8289148-(id_167629),19.83800313514895
8289716-(id_167630),25.359631725975632
8292668-(id_167631),28.31052359396093
8292962-(id_167632),26.369945787536125
8293280-(id_167633),22.416685565944228
8298667-(id_167656),22.119800607153884
8301472-(id_167657),21.056473419728345
8307693-(id_167658),31.35099003322602
8312155-(id_167634),26.964056028944658
8312223-(id_167635),26.815656070150222
8312978-(id_167659),27.87958746592173
8313037-(id_167636),25.372393780636823
8313042-(id_167637),25.210463038467296
8315144-(id_167638),25.335776333560155
8315436-(id_167660),30.112430830829112
8315703-(id_167661),25.52248526560591
8316304-(id_167662),26.48718698591732
8316376-(id_167663),31.15534597338095
8317141-(id_167664),21.4735884363407
8317769-(id_167665),23.215431300036588
8318323-(id_167666),34.67899438294064
8318347-(id_167667),33.18592202544265
8318459-(id_167639),19.01483313614196
8319320-(id_167640),29.312280293973977
8321874-(id_167641),17.46824112503098
8322959-(id_167642),19.357433821145136
8323183-(id_167668),31.309372198208703
8323211-(id_167669),27.39139432071993
8323836-(id_167670),29.435905560047782
8324002-(id_167671),29.009001624713093
8325000-(id_167672),24.726205662556616
8325096-(id_167643),19.61999240442241
8326122-(id_167673),31.838889322661377
8326559-(id_167644),24.70593172175761
8326730-(id_167645),24.268234820229708
8326866-(id_167646),24.535928093257137
8326877-(id_167674),25.079989697210028
8328497-(id_167675),24.90656197574798
8328498-(id_167676),25.403107714142344
8328529-(id_167677),22.1061048121586
8329212-(id_167678),23.693578875954127
8329795-(id_167679),28.560976928363885
8329937-(id_167647),18.518875665855955
8331121-(id_167680),28.05765257387236
ABW-0-(id_168868),29.03538758151393
ACO-0-(id_168869),22.29817939799057
AEI-0-(id_168870),25.87086210436744
AEL-0-(id_168871),13.140507884640916
AEN-0-(id_168872),18.29164379411953
AET-0-(id_168873),14.568372829014285
AFG-0-(id_168874),20.900867267753373
AFI-0-(id_168875),16.96005999788833
AFN-0-(id_168876),18.84938599644719
AFO-0-(id_168877),13.00191002067736
AFR-0-(id_168878),27.943665191427066
AFS-0-(id_168879),26.246287483123464
AFT-0-(id_168880),26.612859815465622
AFV-0-(id_168881),24.603729820207
AFX-0-(id_168882),27.382365549874493
AFY-0-(id_168883),29.827715337251085
AHT-0-(id_168884),20.279239506607208
ANA-0-(id_168885),21.381271801555865
APC-0-(id_168886),14.950703259831124
APD-0-(id_168887),15.096083204095708
AST-0-(id_168888),24.45618246351336
ASV-0-(id_168889),13.488472622345125
ATN-0-(id_168890),14.277613989033169
ATO-0-(id_168891),9.046482083909089
ATS-0-(id_168892),22.07127869847247
ATT-0-(id_168893),24.03461687478447
ATV-0-(id_168894),10.557233054560964
AVL-0-(id_168895),24.241429156381766
AWO-0-(id_168896),11.024922150386386
AWW-0-(id_168897),21.920653735853843
BCT-0-(id_168898),11.963238852574014
BEA-0-(id_168899),24.55963951636029
BEC-0-(id_168900),25.97534266103733
BIK-0-(id_168901),19.21249192462197
BOF-0-(id_168902),15.78812650608998
BOG-0-(id_168903),23.583264579808272
BOZ-0-(id_168904),30.596760810633604
BPH-0-(id_168905),26.3440502001556
BRE-0-(id_168906),18.74730752858718
BSV-0-(id_168907),20.6304319459304
